strategy,fold,MAE,RMSE,R2,bias,pred_actual_mean_ratio,scale,year1_scale,year2_scale,window,fold_multiplier,w
ensemble_scale,C,783956.8048830895,1075646.736762044,0.6282395600431141,-309489.8553165449,0.9027421373758686,0.975,,,,,0.8
ensemble_scale,D,707747.731859041,952799.7199367984,0.6759657091886361,-427994.0048593151,0.8664518334692809,0.975,,,,,0.8
ensemble_scale,C,779139.8318318098,1068654.282941994,0.6330572539589925,-235831.70574771485,0.9258893716675576,1.0,,,,,0.8
ensemble_scale,D,682895.2957589041,925986.773624145,0.6939465376592994,-356794.073709589,0.8886685471479805,1.0,,,,,0.8
ensemble_scale,C,780223.6182211152,1068535.1163727453,0.6331390856061758,-162173.55617888513,0.9490366059592464,1.025,,,,,0.8
ensemble_scale,D,663434.4994990411,905622.6730408599,0.707259841332846,-285594.1425598632,0.91088526082668,1.025,,,,,0.8
ensemble_scale,C,786659.2722499087,1075291.5222027835,0.6284850549846644,-88515.40661005472,0.9721838402509356,1.05,,,,,0.8
ensemble_scale,D,651877.3902835617,892149.1295226924,0.7159056202092762,-214394.21141013684,0.9331019745053796,1.05,,,,,0.8
ensemble_scale,C,1201034.4195,1534583.9123228474,0.24333241877229816,-1149073.6394897623,0.6389011004570673,0.7,,,,,0.9
ensemble_scale,D,1237268.8846802742,1521467.566201966,0.17374685123926858,-1208950.0253065755,0.6227679419013585,0.7,,,,,0.9
ensemble_scale,C,1141117.7107718925,1474211.6189877694,0.3016976478337503,-1076463.4948822213,0.6617189969019626,0.725,,,,,0.9
ensemble_scale,D,1174854.4292789728,1456244.303820473,0.243069144312281,-1137669.9790782877,0.6450096541121213,0.725,,,,,0.9
ensemble_scale,C,1083713.28101234,1416308.9626273157,0.3554748742417304,-1003853.3502746801,0.6845368933468577,0.75,,,,,0.9
ensemble_scale,D,1114218.5460417808,1392671.315369039,0.30771488913870904,-1066389.93285,0.6672513663228841,0.75,,,,,0.9
ensemble_scale,C,1031448.4926897167,1361191.141662282,0.4046640979962379,-931243.2056671388,0.7073547897917531,0.775,,,,,0.9
ensemble_scale,D,1054300.8377932191,1330985.0922271817,0.36768408571855316,-995109.8866217121,0.689493078533647,0.775,,,,,0.9
ensemble_scale,C,982841.578217916,1309209.928591572,0.4492653190972733,-858633.0610595978,0.7301726862366484,0.8,,,,,0.9
ensemble_scale,D,997206.3331364384,1271460.2792251843,0.42297673405181313,-923829.8403934247,0.7117347907444099,0.8,,,,,0.9
ensemble_scale,C,937998.7419770111,1260753.3527883685,0.4892785375448362,-786022.9164520567,0.7529905826815435,0.825,,,,,0.9
ensemble_scale,D,944300.2213537672,1214414.7439820066,0.47359283413848885,-852549.7941651372,0.7339765029551726,0.825,,,,,0.9
ensemble_scale,C,898153.6314468922,1216242.7646127872,0.5247037533389269,-713412.7718445156,0.7758084791264388,0.85,,,,,0.9
ensemble_scale,D,895825.125160137,1160214.2483142912,0.5195323859785808,-781269.7479368494,0.7562182151659352,0.85,,,,,0.9
ensemble_scale,C,864751.7087968463,1176126.2580353688,0.5555409664795453,-640802.6272369744,0.7986263755713341,0.875,,,,,0.9
ensemble_scale,D,850518.351635274,1109275.906354782,0.5607953895720885,-709989.7017085616,0.7784599273766982,0.875,,,,,0.9
ensemble_scale,C,835848.8789113346,1140867.4566614132,0.5817901769666913,-568192.4826294332,0.8214442720162295,0.9,,,,,0.9
ensemble_scale,D,808819.8371613699,1062069.1943955747,0.5973818449190123,-638709.655480274,0.8007016395874609,0.9,,,,,0.9
ensemble_scale,C,811095.1280366088,1110928.9801600121,0.6034513848003651,-495582.33802189195,0.8442621684611247,0.925,,,,,0.9
ensemble_scale,D,771174.9765678766,1019112.8071936008,0.6292917520193517,-567429.6092519861,0.8229433517982238,0.925,,,,,0.9
ensemble_scale,C,791634.4181991774,1086750.6202947977,0.6205245899805665,-422972.19341435115,0.8670800649060199,0.95,,,,,0.9
ensemble_scale,D,736437.2933886303,980965.2678485068,0.6565251108731072,-496149.5630236988,0.8451850640089864,0.95,,,,,0.9
ensemble_scale,C,777183.8162078153,1068723.3921480202,0.6330097925072956,-350362.04880680994,0.8898979613509153,0.975,,,,,0.9
ensemble_scale,D,707129.3993471919,948207.1516822039,0.6790819214802786,-424869.516795411,0.8674267762197494,0.975,,,,,0.9
ensemble_scale,C,767612.7377568556,1057162.0186135585,0.6409069923805525,-277751.9041992687,0.9127158577958105,1.0,,,,,0.9
ensemble_scale,D,682780.0778273973,921413.4528617312,0.696962183840866,-353589.4705671234,0.8896684884305122,1.0,,,,,0.9
ensemble_scale,C,764343.6453343235,1052279.6418895961,0.6442161896003369,-205141.75959172784,0.9355337542407056,1.025,,,,,0.9
ensemble_scale,D,663985.6497277397,901116.3646083629,0.7101658979548692,-282309.4243388359,0.9119102006412749,1.025,,,,,0.9
ensemble_scale,C,767489.7128854662,1054169.067243476,0.642937384166649,-132531.61498418634,0.9583516506856009,1.05,,,,,0.9
ensemble_scale,D,652071.3333716438,887761.5991089727,0.7186930638222885,-211029.37811054784,0.9341519128520378,1.05,,,,,0.9
ensemble_scale,C,1223206.5644460695,1555956.6065027227,0.22210889174323034,-1178417.7784058503,0.6296796407468442,0.7,,,,,1.0
ensemble_scale,D,1234827.5236328768,1518524.51317029,0.176940287629904,-1206706.8031068495,0.6234679007991307,0.7,,,,,1.0
ensemble_scale,C,1162176.1391563073,1495077.1647900422,0.28179063792279435,-1106855.638759598,0.6521681993449457,0.725,,,,,1.0
ensemble_scale,D,1172415.1353767123,1453200.8017920402,0.24622975855677987,-1135346.6418,0.6457346115419569,0.725,,,,,1.0
ensemble_scale,C,1103847.0395429616,1436434.5771170205,0.3370274504300096,-1035293.4991133455,0.6746567579430475,0.75,,,,,1.0
ensemble_scale,D,1111744.4841643835,1389531.872528644,0.310832552033913,-1063986.4804931507,0.6680013222847828,0.75,,,,,1.0
ensemble_scale,C,1049523.435108775,1380313.970914457,0.38781932926487617,-963731.3594670933,0.697145316541149,0.775,,,,,1.0
ensemble_scale,D,1051984.9693164383,1327755.7984926528,0.37074866806130313,-992626.3191863013,0.6902680330276091,0.775,,,,,1.0
ensemble_scale,C,999404.0269798901,1327035.350158194,0.434166274427394,-892169.2198208409,0.7196338751392506,0.8,,,,,1.0
ensemble_scale,D,995161.6679506848,1268149.2330568722,0.42597810663895064,-921266.1578794519,0.7125347437704352,0.8,,,,,1.0
ensemble_scale,C,952807.6020840951,1276954.4945458653,0.4760682859175629,-820607.0801745887,0.7421224337373521,0.825,,,,,1.0
ensemble_scale,D,942082.71180274,1211032.5657836683,0.476520867766855,-849905.9965726028,0.7348014545132612,0.825,,,,,1.0
ensemble_scale,C,911690.7476489944,1230461.9214001917,0.5135253637353834,-749044.9405283364,0.7646109923354536,0.85,,,,,1.0
ensemble_scale,D,893573.6624219179,1156774.677579167,0.5223769514450167,-778545.8352657536,0.7570681652560872,0.85,,,,,1.0
ensemble_scale,C,875366.5875731262,1187978.996950021,0.5465375078808552,-677482.8008820842,0.7870995509335554,0.875,,,,,1.0
ensemble_scale,D,848331.901869863,1105796.4619233352,0.5635463576734359,-707185.6739589041,0.7793348759989135,0.875,,,,,1.0
ensemble_scale,C,843521.1101206582,1149950.1957373917,0.5751047183539781,-605920.6612358318,0.8095881095316568,0.9,,,,,1.0
ensemble_scale,D,806561.0378630138,1058571.8477882908,0.6000290864521118,-635825.5126520547,0.8016015867417395,0.9,,,,,1.0
ensemble_scale,C,815990.0144890312,1116830.6077745687,0.5992269951547524,-534358.5215895795,0.8320766681297586,0.925,,,,,1.0
ensemble_scale,D,769126.4726438356,1015624.5762444098,0.6318251377810451,-564465.3513452054,0.8238682974845656,0.925,,,,,1.0
ensemble_scale,C,793504.9519506398,1089068.2065652828,0.618904338283178,-462796.38194332743,0.85456522672786,0.95,,,,,1.0
ensemble_scale,D,735689.3757068494,977518.585003542,0.6589345116602354,-493105.1900383563,0.8461350082273916,0.95,,,,,1.0
ensemble_scale,C,775872.4807577698,1067081.2100979432,0.6341367477392551,-391234.24229707505,0.8770537853259616,0.975,,,,,1.0
ensemble_scale,D,707319.6778863015,944839.8115008632,0.681357208089683,-421745.02873150696,0.8684017189702177,0.975,,,,,1.0
ensemble_scale,C,763120.1262340037,1051232.0665012174,0.6449242235229834,-319672.10265082266,0.8995423439240632,1.0,,,,,1.0
ensemble_scale,D,683628.8723013699,918167.923628688,0.6990932270693878,-350384.86742465757,0.8906684297130439,1.0,,,,,1.0
ensemble_scale,C,756248.4880776965,1041800.9429062305,0.651266765634363,-248109.9630045706,0.9220309025221647,1.025,,,,,1.0
ensemble_scale,D,665673.0280068493,898038.2975008446,0.7121425685993497,-279024.70611780847,0.9129351404558697,1.025,,,,,1.0
ensemble_scale,C,754926.7951901279,1038962.6316397341,0.6531643740733939,-176547.82335831795,0.9445194611202662,1.05,,,,,1.0
ensemble_scale,D,653293.8316575342,884897.5154162116,0.7205052326795689,-207664.5448109588,0.9352018511986961,1.05,,,,,1.0
